Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Aggregated,24,21,13000,34886,31,123194,0,0.04,0.04,16000,23000,81000,85000,109000,111000,123000,123000,123000,123000,123000
