Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Aggregated,58,56,18,14086,12,509915,0,0.10,0.09,19,80,2800,2900,9500,61000,105000,510000,510000,510000,510000
