Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Aggregated,1,1,0.00,3600023,3600023,36000233600023,0,0.00,0,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000
