Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Aggregated,95,95,14,4461,4,100123,0,0.16,0.16,14,16,26,36,89,63000,90000,100000,100000,100000,100000
