Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,Aggregated,19,0,248000,445290,64221,1115399,0,0.01,0.00,248000,537000,776000,955000,1091000,1115000,1115000,1115000,1115000,1115000,1115000
